age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp.var.rate,cons.price.idx,euribor3m,nr.employed,subscription
35,unknown,married,basic.9y,no,yes,yes,telephone,may,thu,20,1,0,nonexistent,1.1,93.994,4.855,5191,no
46,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,202,1,0,nonexistent,1.1,93.994,4.855,5191,no
35,unknown,married,basic.9y,no,yes,no,telephone,may,thu,235,1,0,nonexistent,1.1,93.994,4.855,5191,no
32,management,single,university.degree,no,no,no,telephone,may,thu,75,1,0,nonexistent,1.1,93.994,4.855,5191,no
34,admin.,married,university.degree,unknown,no,no,telephone,may,thu,134,1,0,nonexistent,1.1,93.994,4.855,5191,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,255,1,0,nonexistent,1.1,93.994,4.855,5191,no
28,admin.,single,professional.course,no,no,no,telephone,may,thu,462,1,0,nonexistent,1.1,93.994,4.855,5191,no
30,services,married,high.school,unknown,no,no,telephone,may,thu,80,1,0,nonexistent,1.1,93.994,4.855,5191,no
48,unemployed,married,basic.4y,no,yes,yes,telephone,may,thu,56,1,0,nonexistent,1.1,93.994,4.855,5191,no
53,blue-collar,married,professional.course,no,yes,yes,telephone,may,thu,418,1,0,nonexistent,1.1,93.994,4.855,5191,no
31,management,married,university.degree,no,yes,yes,telephone,may,thu,139,2,0,nonexistent,1.1,93.994,4.855,5191,no
59,retired,married,unknown,no,yes,no,telephone,may,thu,96,2,0,nonexistent,1.1,93.994,4.855,5191,no
51,unemployed,married,high.school,no,yes,no,telephone,may,thu,39,1,0,nonexistent,1.1,93.994,4.855,5191,no
47,services,married,high.school,unknown,yes,no,telephone,may,thu,231,2,0,nonexistent,1.1,93.994,4.855,5191,no
40,technician,married,university.degree,unknown,no,no,telephone,may,thu,66,2,0,nonexistent,1.1,93.994,4.855,5191,no
42,entrepreneur,single,university.degree,no,yes,no,telephone,may,thu,204,1,0,nonexistent,1.1,93.994,4.855,5191,no
30,housemaid,married,high.school,unknown,no,no,telephone,may,thu,159,1,0,nonexistent,1.1,93.994,4.855,5191,no
40,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,129,2,0,nonexistent,1.1,93.994,4.855,5191,no
30,housemaid,married,high.school,unknown,no,no,telephone,may,thu,200,1,0,nonexistent,1.1,93.994,4.855,5191,no
50,entrepreneur,married,basic.9y,no,yes,no,telephone,may,thu,187,3,0,nonexistent,1.1,93.994,4.855,5191,no
36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,166,1,0,nonexistent,1.1,93.994,4.855,5191,no
29,unemployed,single,university.degree,no,no,no,telephone,may,thu,144,1,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,323,1,0,nonexistent,1.1,93.994,4.855,5191,no
35,services,married,high.school,no,no,no,telephone,may,thu,194,1,0,nonexistent,1.1,93.994,4.855,5191,no
35,unknown,single,basic.4y,unknown,no,no,telephone,may,thu,82,1,0,nonexistent,1.1,93.994,4.855,5191,no
48,blue-collar,divorced,basic.4y,no,no,no,telephone,may,thu,521,7,0,nonexistent,1.1,93.994,4.855,5191,no
49,technician,married,professional.course,no,no,no,telephone,may,thu,269,1,0,nonexistent,1.1,93.994,4.855,5191,no
44,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,thu,285,1,0,nonexistent,1.1,93.994,4.855,5191,no
32,blue-collar,married,professional.course,no,no,no,telephone,may,thu,1119,1,0,nonexistent,1.1,93.994,4.855,5191,yes
55,admin.,married,high.school,no,no,no,telephone,may,thu,294,1,0,nonexistent,1.1,93.994,4.855,5191,no
41,admin.,married,basic.4y,unknown,no,yes,telephone,may,thu,106,1,0,nonexistent,1.1,93.994,4.855,5191,no
27,student,single,high.school,unknown,no,no,telephone,may,thu,158,1,0,nonexistent,1.1,93.994,4.855,5191,no
41,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,152,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,12,2,0,nonexistent,1.1,93.994,4.855,5191,no
45,services,married,basic.9y,no,no,no,telephone,may,thu,187,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,blue-collar,married,high.school,no,no,no,telephone,may,thu,268,1,0,nonexistent,1.1,93.994,4.855,5191,no
54,technician,married,basic.9y,no,no,no,telephone,may,thu,193,1,0,nonexistent,1.1,93.994,4.855,5191,no
48,admin.,married,high.school,unknown,no,yes,telephone,may,thu,95,1,0,nonexistent,1.1,93.994,4.855,5191,no
32,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,60,1,0,nonexistent,1.1,93.994,4.855,5191,no
33,management,married,university.degree,no,no,yes,telephone,may,thu,206,1,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,155,1,0,nonexistent,1.1,93.994,4.855,5191,no
44,technician,single,high.school,no,no,no,telephone,may,thu,216,1,0,nonexistent,1.1,93.994,4.855,5191,no
50,technician,married,professional.course,no,no,no,telephone,may,thu,103,3,0,nonexistent,1.1,93.994,4.855,5191,no
32,student,single,university.degree,no,no,no,telephone,may,thu,107,1,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,219,1,0,nonexistent,1.1,93.994,4.855,5191,no
32,student,single,university.degree,no,yes,no,telephone,may,thu,147,1,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,190,1,0,nonexistent,1.1,93.994,4.855,5191,no
40,admin.,divorced,professional.course,no,yes,no,telephone,may,thu,339,2,0,nonexistent,1.1,93.994,4.855,5191,no
24,services,single,high.school,no,yes,yes,telephone,may,thu,198,1,0,nonexistent,1.1,93.994,4.855,5191,no
32,technician,married,university.degree,no,no,yes,telephone,may,thu,141,1,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,thu,255,1,0,nonexistent,1.1,93.994,4.855,5191,no
43,technician,single,university.degree,no,yes,no,telephone,may,thu,1120,2,0,nonexistent,1.1,93.994,4.855,5191,yes
35,admin.,married,university.degree,no,yes,yes,telephone,may,thu,369,1,0,nonexistent,1.1,93.994,4.855,5191,no
33,admin.,single,high.school,unknown,yes,no,telephone,may,thu,226,1,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,215,1,0,nonexistent,1.1,93.994,4.855,5191,no
48,technician,married,professional.course,unknown,yes,no,telephone,may,thu,306,1,0,nonexistent,1.1,93.994,4.855,5191,no
52,housemaid,married,basic.4y,no,no,no,telephone,may,thu,249,1,0,nonexistent,1.1,93.994,4.855,5191,no
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,143,1,0,nonexistent,1.1,93.994,4.855,5191,no
30,admin.,married,high.school,no,yes,yes,telephone,may,thu,162,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,services,married,high.school,no,yes,no,telephone,may,thu,81,1,0,nonexistent,1.1,93.994,4.855,5191,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,124,1,0,nonexistent,1.1,93.994,4.855,5191,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,124,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,admin.,divorced,university.degree,no,no,no,telephone,may,thu,33,4,0,nonexistent,1.1,93.994,4.855,5191,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,393,1,0,nonexistent,1.1,93.994,4.855,5191,no
31,admin.,married,high.school,no,no,no,telephone,may,thu,784,1,0,nonexistent,1.1,93.994,4.855,5191,no
41,technician,married,professional.course,no,yes,yes,telephone,may,thu,87,2,0,nonexistent,1.1,93.994,4.855,5191,no
35,unknown,married,basic.9y,no,no,no,telephone,may,thu,108,2,0,nonexistent,1.1,93.994,4.855,5191,no
55,retired,married,university.degree,unknown,no,no,telephone,may,thu,207,1,0,nonexistent,1.1,93.994,4.855,5191,no
57,retired,married,high.school,unknown,yes,no,telephone,may,thu,278,2,0,nonexistent,1.1,93.994,4.855,5191,no
38,entrepreneur,married,basic.6y,no,yes,no,telephone,may,thu,196,1,0,nonexistent,1.1,93.994,4.855,5191,no
52,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,149,1,0,nonexistent,1.1,93.994,4.855,5191,no
60,services,married,high.school,no,yes,no,telephone,may,thu,154,1,0,nonexistent,1.1,93.994,4.855,5191,no
24,student,single,high.school,no,yes,no,telephone,may,thu,287,2,0,nonexistent,1.1,93.994,4.855,5191,no
38,entrepreneur,married,basic.6y,no,no,no,telephone,may,thu,229,1,0,nonexistent,1.1,93.994,4.855,5191,no
44,technician,divorced,high.school,no,no,no,telephone,may,thu,21,1,0,nonexistent,1.1,93.994,4.855,5191,no
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,191,1,0,nonexistent,1.1,93.994,4.855,5191,no
25,services,divorced,high.school,no,yes,no,telephone,may,thu,147,1,0,nonexistent,1.1,93.994,4.855,5191,no
32,admin.,married,basic.6y,no,no,no,telephone,may,thu,93,1,0,nonexistent,1.1,93.994,4.855,5191,no
51,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,665,1,0,nonexistent,1.1,93.994,4.855,5191,no
28,admin.,single,university.degree,no,no,no,telephone,may,thu,131,1,0,nonexistent,1.1,93.994,4.855,5191,no
27,housemaid,married,basic.9y,no,yes,no,telephone,may,thu,160,1,0,nonexistent,1.1,93.994,4.855,5191,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,74,1,0,nonexistent,1.1,93.994,4.855,5191,no
45,services,married,basic.9y,no,yes,yes,telephone,may,thu,60,1,0,nonexistent,1.1,93.994,4.855,5191,no
30,services,single,high.school,no,yes,no,telephone,may,thu,97,2,0,nonexistent,1.1,93.994,4.855,5191,no
60,entrepreneur,married,basic.4y,no,yes,no,telephone,may,thu,82,1,0,nonexistent,1.1,93.994,4.855,5191,no
28,services,single,unknown,no,yes,no,telephone,may,thu,475,1,0,nonexistent,1.1,93.994,4.855,5191,no
45,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,thu,111,1,0,nonexistent,1.1,93.994,4.855,5191,no
37,unemployed,married,professional.course,no,no,no,telephone,may,thu,140,1,0,nonexistent,1.1,93.994,4.855,5191,no
37,unemployed,married,professional.course,no,no,yes,telephone,may,thu,110,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,services,married,basic.6y,no,yes,no,telephone,may,thu,64,1,0,nonexistent,1.1,93.994,4.855,5191,no
49,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,149,1,0,nonexistent,1.1,93.994,4.855,5191,no
35,services,married,professional.course,unknown,yes,no,telephone,may,thu,156,1,0,nonexistent,1.1,93.994,4.855,5191,no
34,admin.,single,high.school,no,no,no,telephone,may,thu,63,3,0,nonexistent,1.1,93.994,4.855,5191,no
31,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,362,1,0,nonexistent,1.1,93.994,4.855,5191,no
42,admin.,married,university.degree,unknown,yes,no,telephone,may,thu,712,1,0,nonexistent,1.1,93.994,4.855,5191,no
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,338,2,0,nonexistent,1.1,93.994,4.855,5191,no
33,services,married,university.degree,no,yes,no,telephone,may,thu,102,2,0,nonexistent,1.1,93.994,4.855,5191,no
38,unemployed,married,high.school,no,no,yes,telephone,may,thu,446,1,0,nonexistent,1.1,93.994,4.855,5191,no
30,admin.,divorced,university.degree,unknown,no,no,telephone,may,thu,249,2,0,nonexistent,1.1,93.994,4.855,5191,no
31,blue-collar,divorced,professional.course,no,yes,no,telephone,may,thu,176,1,0,nonexistent,1.1,93.994,4.855,5191,no
39,management,married,university.degree,no,no,no,telephone,may,thu,1007,1,0,nonexistent,1.1,93.994,4.855,5191,no
37,blue-collar,married,unknown,unknown,yes,no,telephone,may,thu,266,1,0,nonexistent,1.1,93.994,4.855,5191,no
48,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,172,1,0,nonexistent,1.1,93.994,4.855,5191,no
32,services,married,high.school,no,no,no,telephone,may,thu,175,1,0,nonexistent,1.1,93.994,4.855,5191,no
48,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,211,2,0,nonexistent,1.1,93.994,4.855,5191,no
37,technician,single,university.degree,no,yes,no,telephone,may,thu,237,1,0,nonexistent,1.1,93.994,4.855,5191,no
37,technician,single,university.degree,no,no,no,telephone,may,thu,500,1,0,nonexistent,1.1,93.994,4.855,5191,no
26,services,divorced,basic.6y,no,no,no,telephone,may,thu,186,1,0,nonexistent,1.1,93.994,4.855,5191,no
33,management,married,high.school,unknown,no,no,telephone,may,thu,96,1,0,nonexistent,1.1,93.994,4.855,5191,no
54,admin.,married,university.degree,no,yes,no,telephone,may,thu,98,1,0,nonexistent,1.1,93.994,4.855,5191,no
37,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,364,4,0,nonexistent,1.1,93.994,4.855,5191,no
35,entrepreneur,married,university.degree,no,yes,yes,telephone,may,thu,477,1,0,nonexistent,1.1,93.994,4.855,5191,no
45,admin.,married,university.degree,no,no,no,telephone,may,thu,319,1,0,nonexistent,1.1,93.994,4.855,5191,no
33,services,single,high.school,no,yes,no,telephone,may,thu,789,1,0,nonexistent,1.1,93.994,4.855,5191,no
54,admin.,married,university.degree,no,no,no,telephone,may,thu,513,1,0,nonexistent,1.1,93.994,4.855,5191,yes
37,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,280,2,0,nonexistent,1.1,93.994,4.855,5191,no
35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,170,1,0,nonexistent,1.1,93.994,4.855,5191,no
33,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,thu,365,1,0,nonexistent,1.1,93.994,4.855,5191,no
49,technician,married,professional.course,no,no,no,telephone,may,thu,63,2,0,nonexistent,1.1,93.994,4.855,5191,no
43,technician,married,university.degree,no,yes,no,telephone,may,thu,159,4,0,nonexistent,1.1,93.994,4.855,5191,no
43,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,177,2,0,nonexistent,1.1,93.994,4.855,5191,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,108,3,0,nonexistent,1.1,93.994,4.855,5191,no
47,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,194,3,0,nonexistent,1.1,93.994,4.855,5191,no
30,services,divorced,high.school,no,no,no,telephone,may,thu,366,2,0,nonexistent,1.1,93.994,4.855,5191,no
51,admin.,divorced,university.degree,no,yes,no,telephone,may,thu,213,1,0,nonexistent,1.1,93.994,4.855,5191,no
59,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,166,1,0,nonexistent,1.1,93.994,4.855,5191,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,141,1,0,nonexistent,1.1,93.994,4.855,5191,no
39,unemployed,married,university.degree,no,yes,no,telephone,may,thu,168,2,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,468,1,0,nonexistent,1.1,93.994,4.855,5191,no
30,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,180,1,0,nonexistent,1.1,93.994,4.855,5191,no
37,blue-collar,married,professional.course,no,no,no,telephone,may,thu,195,1,0,nonexistent,1.1,93.994,4.855,5191,no
42,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,352,3,0,nonexistent,1.1,93.994,4.855,5191,no
37,blue-collar,married,professional.course,no,yes,yes,telephone,may,thu,91,1,0,nonexistent,1.1,93.994,4.855,5191,no
37,admin.,divorced,university.degree,no,yes,no,telephone,may,thu,93,2,0,nonexistent,1.1,93.994,4.855,5191,no
37,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,thu,288,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,management,single,basic.6y,no,no,no,telephone,may,thu,218,2,0,nonexistent,1.1,93.994,4.855,5191,no
48,blue-collar,married,basic.9y,no,yes,yes,telephone,may,thu,289,1,0,nonexistent,1.1,93.994,4.855,5191,no
43,services,married,high.school,no,no,no,telephone,may,thu,130,3,0,nonexistent,1.1,93.994,4.855,5191,no
28,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,208,1,0,nonexistent,1.1,93.994,4.855,5191,no
30,admin.,divorced,high.school,no,yes,no,telephone,may,thu,177,1,0,nonexistent,1.1,93.994,4.855,5191,no
60,entrepreneur,married,basic.4y,no,yes,no,telephone,may,thu,442,2,0,nonexistent,1.1,93.994,4.855,5191,no
31,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,101,1,0,nonexistent,1.1,93.994,4.855,5191,no
38,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,166,1,0,nonexistent,1.1,93.994,4.855,5191,no
50,technician,married,high.school,no,yes,no,telephone,may,thu,756,1,0,nonexistent,1.1,93.994,4.855,5191,yes
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,342,1,0,nonexistent,1.1,93.994,4.855,5191,no
50,unemployed,married,professional.course,no,no,no,telephone,may,thu,189,1,0,nonexistent,1.1,93.994,4.855,5191,no
54,entrepreneur,married,basic.4y,unknown,no,yes,telephone,may,thu,108,1,0,nonexistent,1.1,93.994,4.855,5191,no
33,management,married,university.degree,no,no,no,telephone,may,thu,178,2,0,nonexistent,1.1,93.994,4.855,5191,no
20,entrepreneur,single,high.school,no,no,no,telephone,may,thu,238,1,0,nonexistent,1.1,93.994,4.855,5191,no
24,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,226,1,0,nonexistent,1.1,93.994,4.855,5191,no
28,management,single,unknown,no,yes,no,telephone,may,thu,136,1,0,nonexistent,1.1,93.994,4.855,5191,no
55,housemaid,married,basic.4y,no,yes,no,telephone,may,thu,14,1,0,nonexistent,1.1,93.994,4.855,5191,no
25,blue-collar,married,high.school,no,no,no,telephone,may,thu,250,1,0,nonexistent,1.1,93.994,4.855,5191,no
41,admin.,married,basic.9y,unknown,yes,no,telephone,may,thu,161,1,0,nonexistent,1.1,93.994,4.855,5191,no
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,269,3,0,nonexistent,1.1,93.994,4.855,5191,no
27,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,491,1,0,nonexistent,1.1,93.994,4.855,5191,no
27,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,44,1,0,nonexistent,1.1,93.994,4.855,5191,no
34,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,thu,26,1,0,nonexistent,1.1,93.994,4.855,5191,no
25,technician,single,professional.course,no,no,no,telephone,may,thu,22,1,0,nonexistent,1.1,93.994,4.855,5191,no
48,management,married,university.degree,unknown,yes,no,telephone,may,thu,293,2,0,nonexistent,1.1,93.994,4.855,5191,no
36,blue-collar,single,basic.6y,no,no,no,telephone,may,thu,989,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,147,5,0,nonexistent,1.1,93.994,4.855,5191,no
27,blue-collar,married,basic.9y,no,no,yes,telephone,may,thu,1170,1,0,nonexistent,1.1,93.994,4.855,5191,no
45,management,married,university.degree,no,yes,yes,telephone,may,thu,807,2,0,nonexistent,1.1,93.994,4.855,5191,no
28,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,347,2,0,nonexistent,1.1,93.994,4.855,5191,no
30,technician,single,basic.6y,unknown,yes,no,telephone,may,thu,58,2,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,534,2,0,nonexistent,1.1,93.994,4.855,5191,no
32,admin.,single,high.school,no,unknown,unknown,telephone,may,thu,155,2,0,nonexistent,1.1,93.994,4.855,5191,no
29,services,single,basic.9y,no,no,no,telephone,may,thu,159,2,0,nonexistent,1.1,93.994,4.855,5191,no
35,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,343,2,0,nonexistent,1.1,93.994,4.855,5191,no
43,admin.,married,high.school,no,yes,no,telephone,may,thu,152,2,0,nonexistent,1.1,93.994,4.855,5191,no
35,unknown,married,basic.9y,no,no,no,telephone,may,thu,461,3,0,nonexistent,1.1,93.994,4.855,5191,no
36,admin.,married,high.school,no,yes,no,telephone,may,thu,389,2,0,nonexistent,1.1,93.994,4.855,5191,no
36,admin.,married,high.school,no,no,no,telephone,may,thu,90,2,0,nonexistent,1.1,93.994,4.855,5191,no
48,admin.,married,high.school,unknown,no,no,telephone,may,thu,314,3,0,nonexistent,1.1,93.994,4.855,5191,no
38,blue-collar,single,basic.4y,unknown,no,no,telephone,may,thu,28,3,0,nonexistent,1.1,93.994,4.855,5191,no
38,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,30,2,0,nonexistent,1.1,93.994,4.855,5191,no
45,admin.,married,high.school,no,yes,no,telephone,may,thu,103,4,0,nonexistent,1.1,93.994,4.855,5191,no
35,technician,married,professional.course,no,no,yes,telephone,may,thu,32,2,0,nonexistent,1.1,93.994,4.855,5191,no
42,services,married,high.school,unknown,no,yes,telephone,may,thu,252,2,0,nonexistent,1.1,93.994,4.855,5191,no
56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,20,2,0,nonexistent,1.1,93.994,4.855,5191,no
30,technician,married,professional.course,no,no,no,telephone,may,thu,369,2,0,nonexistent,1.1,93.994,4.855,5191,no
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,116,1,0,nonexistent,1.1,93.994,4.855,5191,no
39,services,single,high.school,unknown,no,no,telephone,may,thu,302,2,0,nonexistent,1.1,93.994,4.855,5191,no
36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,31,1,0,nonexistent,1.1,93.994,4.855,5191,no
32,admin.,married,university.degree,unknown,no,yes,telephone,may,thu,190,1,0,nonexistent,1.1,93.994,4.855,5191,no
29,admin.,single,high.school,no,no,no,telephone,may,thu,149,1,0,nonexistent,1.1,93.994,4.855,5191,no
34,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,210,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,self-employed,single,basic.6y,no,no,no,telephone,may,thu,180,2,0,nonexistent,1.1,93.994,4.855,5191,no
33,management,married,high.school,unknown,no,no,telephone,may,thu,234,1,0,nonexistent,1.1,93.994,4.855,5191,no
43,unemployed,married,basic.4y,no,no,no,telephone,may,thu,92,1,0,nonexistent,1.1,93.994,4.855,5191,no
31,services,married,basic.6y,no,no,no,telephone,may,thu,2087,2,0,nonexistent,1.1,93.994,4.855,5191,yes
35,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,102,1,0,nonexistent,1.1,93.994,4.855,5191,no
42,admin.,married,university.degree,no,no,no,telephone,may,thu,193,1,0,nonexistent,1.1,93.994,4.855,5191,no
35,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,245,1,0,nonexistent,1.1,93.994,4.855,5191,no
44,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,190,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,technician,divorced,professional.course,no,yes,no,telephone,may,thu,223,2,0,nonexistent,1.1,93.994,4.855,5191,no
47,admin.,married,university.degree,no,no,no,telephone,may,thu,42,1,0,nonexistent,1.1,93.994,4.855,5191,no
59,technician,married,professional.course,unknown,no,no,telephone,may,thu,206,2,0,nonexistent,1.1,93.994,4.855,5191,no
29,blue-collar,single,high.school,unknown,unknown,unknown,telephone,may,thu,242,2,0,nonexistent,1.1,93.994,4.855,5191,no
30,services,single,high.school,no,no,no,telephone,may,thu,66,2,0,nonexistent,1.1,93.994,4.855,5191,no
38,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,173,2,0,nonexistent,1.1,93.994,4.855,5191,no
45,management,single,university.degree,no,no,no,telephone,may,thu,477,2,0,nonexistent,1.1,93.994,4.855,5191,no
28,self-employed,single,university.degree,no,no,no,telephone,may,thu,77,1,0,nonexistent,1.1,93.994,4.855,5191,no
37,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,219,2,0,nonexistent,1.1,93.994,4.855,5191,no
38,entrepreneur,married,basic.6y,no,yes,yes,telephone,may,thu,205,2,0,nonexistent,1.1,93.994,4.855,5191,no
28,admin.,single,basic.9y,no,yes,yes,telephone,may,thu,376,2,0,nonexistent,1.1,93.994,4.855,5191,no
31,technician,divorced,professional.course,no,yes,yes,telephone,may,thu,453,2,0,nonexistent,1.1,93.994,4.855,5191,no
37,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,151,2,0,nonexistent,1.1,93.994,4.855,5191,no
36,housemaid,divorced,university.degree,no,no,no,telephone,may,thu,767,5,0,nonexistent,1.1,93.994,4.855,5191,no
54,housemaid,married,basic.9y,no,yes,no,telephone,may,thu,200,2,0,nonexistent,1.1,93.994,4.855,5191,no
53,retired,married,basic.6y,unknown,no,yes,telephone,may,thu,298,5,0,nonexistent,1.1,93.994,4.855,5191,no
43,unemployed,married,basic.9y,no,yes,no,telephone,may,thu,305,2,0,nonexistent,1.1,93.994,4.855,5191,no
49,admin.,married,high.school,no,no,yes,telephone,may,thu,627,3,0,nonexistent,1.1,93.994,4.855,5191,no
32,self-employed,divorced,professional.course,no,no,no,telephone,may,thu,242,1,0,nonexistent,1.1,93.994,4.855,5191,no
36,services,married,high.school,no,yes,no,telephone,may,thu,287,1,0,nonexistent,1.1,93.994,4.855,5191,no
50,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,thu,184,1,0,nonexistent,1.1,93.994,4.855,5191,no
51,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,119,2,0,nonexistent,1.1,93.994,4.855,5191,no
38,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,403,2,0,nonexistent,1.1,93.994,4.855,5191,no
44,self-employed,married,professional.course,no,no,no,telephone,may,thu,626,6,0,nonexistent,1.1,93.994,4.855,5191,no
29,blue-collar,married,high.school,no,no,no,telephone,may,thu,12,1,0,nonexistent,1.1,93.994,4.855,5191,no
46,blue-collar,divorced,basic.6y,no,no,no,telephone,may,thu,266,1,0,nonexistent,1.1,93.994,4.855,5191,no
32,unemployed,divorced,basic.4y,no,unknown,unknown,telephone,may,thu,23,4,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,thu,154,2,0,nonexistent,1.1,93.994,4.855,5191,no
53,admin.,married,university.degree,no,no,no,telephone,may,thu,10,7,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,301,2,0,nonexistent,1.1,93.994,4.855,5191,no
35,services,single,basic.4y,no,no,yes,telephone,may,thu,240,3,0,nonexistent,1.1,93.994,4.855,5191,no
49,admin.,divorced,basic.9y,no,yes,no,telephone,may,thu,312,3,0,nonexistent,1.1,93.994,4.855,5191,no
35,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,224,2,0,nonexistent,1.1,93.994,4.855,5191,no
40,services,single,professional.course,no,no,no,telephone,may,thu,202,2,0,nonexistent,1.1,93.994,4.855,5191,no
29,services,divorced,high.school,no,no,no,telephone,may,thu,144,3,0,nonexistent,1.1,93.994,4.855,5191,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,263,2,0,nonexistent,1.1,93.994,4.855,5191,no
47,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,543,3,0,nonexistent,1.1,93.994,4.855,5191,no
38,technician,married,university.degree,unknown,no,no,telephone,may,thu,257,2,0,nonexistent,1.1,93.994,4.855,5191,no
48,technician,married,professional.course,no,yes,no,telephone,may,thu,237,2,0,nonexistent,1.1,93.994,4.855,5191,no
